nct_id,nct_id2,models,term,estimate,std.error,statistic,p.value
NCT00968812,NCT00968812,b1,(Intercept),8.063,0.332,24.284,2.184e-109
NCT00968812,NCT00968812,b1,sex,0.632,0.438,1.444,1.489e-01
NCT00968812,NCT00968812,b1,age10,-0.064,0.06,-1.08,2.805e-01
NCT00968812,NCT00968812,b1,arm_f_2_uaa10456,-0.031,0.449,-0.069,9.451e-01
NCT00968812,NCT00968812,b1,arm_f_2_uaa10457,-0.471,0.445,-1.057,2.906e-01
NCT00968812,NCT00968812,b1,sex:age10,-0.078,0.079,-0.995,3.200e-01
NCT00968812,NCT00968812,b1,sex:arm_f_2_uaa10456,-0.357,0.604,-0.591,5.544e-01
NCT00968812,NCT00968812,b1,sex:arm_f_2_uaa10457,0.004,0.607,0.006,9.951e-01
NCT00968812,NCT00968812,b1,age10:arm_f_2_uaa10456,0.002,0.081,0.021,9.830e-01
NCT00968812,NCT00968812,b1,age10:arm_f_2_uaa10457,0.089,0.08,1.111,2.666e-01
NCT00968812,NCT00968812,b1,sex:age10:arm_f_2_uaa10456,0.06,0.109,0.555,5.787e-01
NCT00968812,NCT00968812,b1,sex:age10:arm_f_2_uaa10457,-0.02,0.11,-0.178,8.587e-01
NCT01032629,NCT01032629,b1,(Intercept),8.582,0.326,26.343,7.182e-142
NCT01032629,NCT01032629,b1,sex,0.572,0.396,1.442,1.494e-01
NCT01032629,NCT01032629,b1,age10,-0.058,0.053,-1.088,2.764e-01
NCT01032629,NCT01032629,b1,arm_f_2_uaa10512,0.588,0.453,1.298,1.943e-01
NCT01032629,NCT01032629,b1,arm_f_2_uaa10514,-0.007,0.454,-0.015,9.880e-01
NCT01032629,NCT01032629,b1,sex:age10,-0.111,0.065,-1.721,8.534e-02
NCT01032629,NCT01032629,b1,sex:arm_f_2_uaa10512,-0.661,0.553,-1.195,2.323e-01
NCT01032629,NCT01032629,b1,sex:arm_f_2_uaa10514,-0.247,0.554,-0.447,6.551e-01
NCT01032629,NCT01032629,b1,age10:arm_f_2_uaa10512,-0.083,0.074,-1.123,2.616e-01
NCT01032629,NCT01032629,b1,age10:arm_f_2_uaa10514,-0.004,0.073,-0.049,9.606e-01
NCT01032629,NCT01032629,b1,sex:age10:arm_f_2_uaa10512,0.099,0.09,1.1,2.716e-01
NCT01032629,NCT01032629,b1,sex:age10:arm_f_2_uaa10514,0.048,0.09,0.538,5.908e-01
NCT01106625,NCT01106625,b1,(Intercept),8.898,0.742,11.989,6.036e-29
NCT01106625,NCT01106625,b1,sex,0.713,1.018,0.701,4.839e-01
NCT01106625,NCT01106625,b1,age10,-0.139,0.13,-1.069,2.858e-01
NCT01106625,NCT01106625,b1,arm_f_2_uaa10569,-0.429,0.923,-0.465,6.423e-01
NCT01106625,NCT01106625,b1,arm_f_2_uaa10570,-0.613,1.007,-0.608,5.433e-01
NCT01106625,NCT01106625,b1,sex:age10,-0.115,0.178,-0.644,5.199e-01
NCT01106625,NCT01106625,b1,sex:arm_f_2_uaa10569,-0.639,1.31,-0.488,6.258e-01
NCT01106625,NCT01106625,b1,sex:arm_f_2_uaa10570,0.195,1.386,0.141,8.882e-01
NCT01106625,NCT01106625,b1,age10:arm_f_2_uaa10569,0.059,0.162,0.368,7.131e-01
NCT01106625,NCT01106625,b1,age10:arm_f_2_uaa10570,0.084,0.177,0.476,6.343e-01
NCT01106625,NCT01106625,b1,sex:age10:arm_f_2_uaa10569,0.131,0.227,0.576,5.647e-01
NCT01106625,NCT01106625,b1,sex:age10:arm_f_2_uaa10570,0.004,0.243,0.015,9.880e-01
NCT01081834,NCT01081834,b1,(Intercept),9.03,0.466,19.388,1.079e-64
NCT01081834,NCT01081834,b1,sex,-0.814,0.76,-1.072,2.843e-01
NCT01081834,NCT01081834,b1,age10,-0.166,0.082,-2.012,4.470e-02
NCT01081834,NCT01081834,b1,arm_f_2_uaa10548,-0.141,0.698,-0.202,8.396e-01
NCT01081834,NCT01081834,b1,arm_f_2_uaa10549,-1.228,0.684,-1.795,7.320e-02
NCT01081834,NCT01081834,b1,sex:age10,0.108,0.134,0.804,4.215e-01
NCT01081834,NCT01081834,b1,sex:arm_f_2_uaa10548,1.074,1.052,1.021,3.077e-01
NCT01081834,NCT01081834,b1,sex:arm_f_2_uaa10549,0.272,1.097,0.248,8.040e-01
NCT01081834,NCT01081834,b1,age10:arm_f_2_uaa10548,0.009,0.124,0.076,9.391e-01
NCT01081834,NCT01081834,b1,age10:arm_f_2_uaa10549,0.196,0.122,1.608,1.085e-01
NCT01081834,NCT01081834,b1,sex:age10:arm_f_2_uaa10548,-0.148,0.187,-0.792,4.288e-01
NCT01081834,NCT01081834,b1,sex:age10:arm_f_2_uaa10549,0.007,0.195,0.037,9.708e-01
NCT01106651,NCT01106651,b1,(Intercept),9.536,0.837,11.39,1.081e-27
NCT01106651,NCT01106651,b1,sex,-0.773,1.054,-0.733,4.636e-01
NCT01106651,NCT01106651,b1,age10,-0.303,0.134,-2.273,2.334e-02
NCT01106651,NCT01106651,b1,arm_f_2_uaa10573,-0.875,1.109,-0.789,4.302e-01
NCT01106651,NCT01106651,b1,arm_f_2_uaa10574,-0.392,1.156,-0.339,7.349e-01
NCT01106651,NCT01106651,b1,sex:age10,0.156,0.167,0.935,3.502e-01
NCT01106651,NCT01106651,b1,sex:arm_f_2_uaa10573,1.317,1.455,0.905,3.655e-01
NCT01106651,NCT01106651,b1,sex:arm_f_2_uaa10574,-0.535,1.504,-0.356,7.221e-01
NCT01106651,NCT01106651,b1,age10:arm_f_2_uaa10573,0.152,0.175,0.864,3.879e-01
NCT01106651,NCT01106651,b1,age10:arm_f_2_uaa10574,0.078,0.183,0.424,6.718e-01
NCT01106651,NCT01106651,b1,sex:age10:arm_f_2_uaa10573,-0.216,0.228,-0.946,3.447e-01
NCT01106651,NCT01106651,b1,sex:age10:arm_f_2_uaa10574,0.041,0.237,0.173,8.625e-01
NCT01106677,NCT01106677,b1,(Intercept),8.906,0.522,17.048,8.497e-59
NCT01106677,NCT01106677,b1,sex,-0.392,0.74,-0.529,5.970e-01
NCT01106677,NCT01106677,b1,age10,-0.181,0.095,-1.902,5.746e-02
NCT01106677,NCT01106677,b1,arm_f_2_uaa10577,-1.005,0.646,-1.556,1.201e-01
NCT01106677,NCT01106677,b1,arm_f_2_uaa10578,-0.892,0.65,-1.371,1.707e-01
NCT01106677,NCT01106677,b1,arm_f_2_uaa10580,-0.035,0.631,-0.055,9.562e-01
NCT01106677,NCT01106677,b1,sex:age10,0.085,0.136,0.624,5.325e-01
NCT01106677,NCT01106677,b1,sex:arm_f_2_uaa10577,0.642,0.913,0.703,4.824e-01
NCT01106677,NCT01106677,b1,sex:arm_f_2_uaa10578,0.722,0.921,0.784,4.332e-01
NCT01106677,NCT01106677,b1,sex:arm_f_2_uaa10580,-0.213,0.911,-0.234,8.151e-01
NCT01106677,NCT01106677,b1,age10:arm_f_2_uaa10577,0.169,0.117,1.437,1.509e-01
NCT01106677,NCT01106677,b1,age10:arm_f_2_uaa10578,0.144,0.119,1.211,2.263e-01
NCT01106677,NCT01106677,b1,age10:arm_f_2_uaa10580,-0.004,0.115,-0.039,9.692e-01
NCT01106677,NCT01106677,b1,sex:age10:arm_f_2_uaa10577,-0.087,0.167,-0.52,6.030e-01
NCT01106677,NCT01106677,b1,sex:age10:arm_f_2_uaa10578,-0.09,0.169,-0.533,5.940e-01
NCT01106677,NCT01106677,b1,sex:age10:arm_f_2_uaa10580,0.048,0.167,0.289,7.724e-01
NCT01106690,NCT01106690,b1,(Intercept),11.232,0.953,11.785,5.384e-27
NCT01106690,NCT01106690,b1,sex,-2.891,1.156,-2.501,1.286e-02
NCT01106690,NCT01106690,b1,age10,-0.568,0.163,-3.494,5.414e-04
NCT01106690,NCT01106690,b1,arm_f_2_uaa10582,-2.497,1.163,-2.148,3.247e-02
NCT01106690,NCT01106690,b1,arm_f_2_uaa10583,-3.173,1.258,-2.521,1.216e-02
NCT01106690,NCT01106690,b1,sex:age10,0.511,0.197,2.599,9.758e-03
NCT01106690,NCT01106690,b1,sex:arm_f_2_uaa10582,2.858,1.548,1.846,6.575e-02
NCT01106690,NCT01106690,b1,sex:arm_f_2_uaa10583,3.931,1.546,2.543,1.143e-02
NCT01106690,NCT01106690,b1,age10:arm_f_2_uaa10582,0.419,0.202,2.07,3.927e-02
NCT01106690,NCT01106690,b1,age10:arm_f_2_uaa10583,0.514,0.222,2.313,2.136e-02
NCT01106690,NCT01106690,b1,sex:age10:arm_f_2_uaa10582,-0.513,0.266,-1.93,5.452e-02
NCT01106690,NCT01106690,b1,sex:age10:arm_f_2_uaa10583,-0.629,0.269,-2.336,2.010e-02
NCT01137812,NCT01137812,b1,(Intercept),8.371,0.437,19.159,7.917e-67
NCT01137812,NCT01137812,b1,sex,0.885,0.578,1.531,1.263e-01
NCT01137812,NCT01137812,b1,age10,-0.048,0.076,-0.633,5.272e-01
NCT01137812,NCT01137812,b1,arm_f_2_uaa10614,0.43,0.581,0.74,4.597e-01
NCT01137812,NCT01137812,b1,sex:age10,-0.145,0.101,-1.443,1.494e-01
NCT01137812,NCT01137812,b1,sex:arm_f_2_uaa10614,-0.553,0.802,-0.689,4.912e-01
NCT01137812,NCT01137812,b1,age10:arm_f_2_uaa10614,-0.093,0.101,-0.918,3.591e-01
NCT01137812,NCT01137812,b1,sex:age10:arm_f_2_uaa10614,0.119,0.14,0.849,3.962e-01
NCT01381900,NCT01381900,b1,(Intercept),8.593,0.436,19.705,2.174e-68
NCT01381900,NCT01381900,b1,sex,-0.93,0.562,-1.656,9.817e-02
NCT01381900,NCT01381900,b1,age10,-0.131,0.087,-1.511,1.312e-01
NCT01381900,NCT01381900,b1,arm_f_2_uaa10741,-0.424,0.657,-0.645,5.192e-01
NCT01381900,NCT01381900,b1,arm_f_2_uaa10742,-1.105,0.657,-1.683,9.286e-02
NCT01381900,NCT01381900,b1,sex:age10,0.184,0.112,1.638,1.019e-01
NCT01381900,NCT01381900,b1,sex:arm_f_2_uaa10741,0.877,0.85,1.032,3.026e-01
NCT01381900,NCT01381900,b1,sex:arm_f_2_uaa10742,2.204,0.823,2.679,7.575e-03
NCT01381900,NCT01381900,b1,age10:arm_f_2_uaa10741,0.084,0.13,0.645,5.191e-01
NCT01381900,NCT01381900,b1,age10:arm_f_2_uaa10742,0.221,0.129,1.706,8.845e-02
NCT01381900,NCT01381900,b1,sex:age10:arm_f_2_uaa10741,-0.161,0.169,-0.956,3.395e-01
NCT01381900,NCT01381900,b1,sex:age10:arm_f_2_uaa10742,-0.44,0.163,-2.693,7.263e-03
NCT01809327,NCT01809327,b1,(Intercept),9.553,0.575,16.606,1.038e-55
NCT01809327,NCT01809327,b1,sex,-0.266,0.809,-0.328,7.427e-01
NCT01809327,NCT01809327,b1,age10,-0.171,0.106,-1.617,1.062e-01
NCT01809327,NCT01809327,b1,arm_f_2_uaa10933,-0.938,0.744,-1.261,2.077e-01
NCT01809327,NCT01809327,b1,arm_f_2_uaa10934,0.407,0.866,0.47,6.382e-01
NCT01809327,NCT01809327,b1,arm_f_2_uaa10935,-0.682,0.795,-0.858,3.913e-01
NCT01809327,NCT01809327,b1,arm_f_2_uaa10936,0.998,0.823,1.212,2.258e-01
NCT01809327,NCT01809327,b1,sex:age10,0.114,0.153,0.745,4.567e-01
NCT01809327,NCT01809327,b1,sex:arm_f_2_uaa10933,0.45,1.103,0.408,6.831e-01
NCT01809327,NCT01809327,b1,sex:arm_f_2_uaa10934,0.105,1.189,0.088,9.297e-01
NCT01809327,NCT01809327,b1,sex:arm_f_2_uaa10935,0.165,1.187,0.139,8.898e-01
NCT01809327,NCT01809327,b1,sex:arm_f_2_uaa10936,-0.692,1.15,-0.602,5.472e-01
NCT01809327,NCT01809327,b1,age10:arm_f_2_uaa10933,0.204,0.139,1.469,1.420e-01
NCT01809327,NCT01809327,b1,age10:arm_f_2_uaa10934,-0.059,0.158,-0.374,7.087e-01
NCT01809327,NCT01809327,b1,age10:arm_f_2_uaa10935,0.165,0.148,1.114,2.654e-01
NCT01809327,NCT01809327,b1,age10:arm_f_2_uaa10936,-0.155,0.151,-1.028,3.044e-01
NCT01809327,NCT01809327,b1,sex:age10:arm_f_2_uaa10933,-0.153,0.21,-0.727,4.672e-01
NCT01809327,NCT01809327,b1,sex:age10:arm_f_2_uaa10934,-0.07,0.222,-0.314,7.535e-01
NCT01809327,NCT01809327,b1,sex:age10:arm_f_2_uaa10935,-0.106,0.228,-0.463,6.434e-01
NCT01809327,NCT01809327,b1,sex:age10:arm_f_2_uaa10936,0.099,0.216,0.46,6.453e-01
NCT01989754,NCT01989754,b1,(Intercept),9.226,0.215,42.873,0.000e+00
NCT01989754,NCT01989754,b1,sex,-0.114,0.271,-0.421,6.734e-01
NCT01989754,NCT01989754,b1,age10,-0.144,0.034,-4.243,2.244e-05
NCT01989754,NCT01989754,b1,arm_f_2_uaa10994,0.385,0.303,1.27,2.040e-01
NCT01989754,NCT01989754,b1,sex:age10,0.01,0.043,0.241,8.093e-01
NCT01989754,NCT01989754,b1,sex:arm_f_2_uaa10994,-0.315,0.381,-0.827,4.081e-01
NCT01989754,NCT01989754,b1,age10:arm_f_2_uaa10994,-0.051,0.048,-1.06,2.891e-01
NCT01989754,NCT01989754,b1,sex:age10:arm_f_2_uaa10994,0.038,0.061,0.629,5.297e-01
NCT02025907,NCT02025907,b1,(Intercept),9.486,0.68,13.942,1.247e-31
NCT02025907,NCT02025907,b1,sex,-1.189,0.933,-1.274,2.039e-01
NCT02025907,NCT02025907,b1,age10,-0.181,0.116,-1.563,1.195e-01
NCT02025907,NCT02025907,b1,arm_f_2_uaa11013,-0.884,1.075,-0.822,4.120e-01
NCT02025907,NCT02025907,b1,sex:age10,0.195,0.161,1.21,2.277e-01
NCT02025907,NCT02025907,b1,sex:arm_f_2_uaa11013,2.01,1.395,1.441,1.512e-01
NCT02025907,NCT02025907,b1,age10:arm_f_2_uaa11013,0.159,0.187,0.854,3.943e-01
NCT02025907,NCT02025907,b1,sex:age10:arm_f_2_uaa11013,-0.331,0.242,-1.367,1.730e-01
NCT02065791,NCT02065791,b1,(Intercept),9.094,0.271,33.617,2.103e-220
NCT02065791,NCT02065791,b1,sex,-0.144,0.331,-0.435,6.634e-01
NCT02065791,NCT02065791,b1,age10,-0.106,0.048,-2.211,2.711e-02
NCT02065791,NCT02065791,b1,arm_f_2_uaa11038,0.467,0.376,1.244,2.134e-01
NCT02065791,NCT02065791,b1,sex:age10,-0.04,0.058,-0.686,4.930e-01
NCT02065791,NCT02065791,b1,sex:arm_f_2_uaa11038,-0.547,0.464,-1.18,2.381e-01
NCT02065791,NCT02065791,b1,age10:arm_f_2_uaa11038,-0.087,0.066,-1.309,1.905e-01
NCT02065791,NCT02065791,b1,sex:age10:arm_f_2_uaa11038,0.105,0.082,1.287,1.982e-01
NCT00968812,NCT00968812,f1,(Intercept),3.445,0.194,17.773,6.399e-64
NCT00968812,NCT00968812,f1,value_1,0.447,0.024,18.33,1.774e-67
NCT00968812,NCT00968812,f1,arm_f_2_uaa10456,0.036,0.047,0.78,4.353e-01
NCT00968812,NCT00968812,f1,arm_f_2_uaa10457,-0.068,0.047,-1.458,1.450e-01
NCT01032629,NCT01032629,f1,(Intercept),3.713,0.174,21.297,1.310e-95
NCT01032629,NCT01032629,f1,value_1,0.55,0.021,26.222,2.216e-140
NCT01032629,NCT01032629,f1,arm_f_2_uaa10512,-0.23,0.047,-4.888,1.058e-06
NCT01032629,NCT01032629,f1,arm_f_2_uaa10514,-0.235,0.047,-4.982,6.549e-07
NCT01106625,NCT01106625,f1,(Intercept),3.88,0.344,11.271,4.171e-26
NCT01106625,NCT01106625,f1,value_1,0.485,0.042,11.641,1.535e-27
NCT01106625,NCT01106625,f1,arm_f_2_uaa10569,-0.608,0.093,-6.513,1.988e-10
NCT01106625,NCT01106625,f1,arm_f_2_uaa10570,-0.846,0.093,-9.055,4.269e-18
NCT01081834,NCT01081834,f1,(Intercept),2.954,0.287,10.279,7.674e-23
NCT01081834,NCT01081834,f1,value_1,0.61,0.035,17.374,1.592e-54
NCT01081834,NCT01081834,f1,arm_f_2_uaa10548,-0.649,0.084,-7.692,6.449e-14
NCT01081834,NCT01081834,f1,arm_f_2_uaa10549,-0.863,0.084,-10.284,7.354e-23
NCT01106651,NCT01106651,f1,(Intercept),3.301,0.275,12.002,2.811e-30
NCT01106651,NCT01106651,f1,value_1,0.557,0.035,15.948,5.514e-49
NCT01106651,NCT01106651,f1,arm_f_2_uaa10573,-0.509,0.066,-7.666,6.029e-14
NCT01106651,NCT01106651,f1,arm_f_2_uaa10574,-0.667,0.067,-9.93,8.198e-22
NCT01106677,NCT01106677,f1,(Intercept),3.342,0.192,17.404,6.770e-61
NCT01106677,NCT01106677,f1,value_1,0.529,0.023,22.884,4.830e-97
NCT01106677,NCT01106677,f1,arm_f_2_uaa10577,-0.442,0.067,-6.64,4.658e-11
NCT01106677,NCT01106677,f1,arm_f_2_uaa10578,-0.567,0.067,-8.49,5.783e-17
NCT01106677,NCT01106677,f1,arm_f_2_uaa10580,-0.504,0.067,-7.54,9.016e-14
NCT01106690,NCT01106690,f1,(Intercept),3.675,0.325,11.291,3.004e-25
NCT01106690,NCT01106690,f1,value_1,0.483,0.04,12.108,3.273e-28
NCT01106690,NCT01106690,f1,arm_f_2_uaa10582,-0.631,0.093,-6.813,4.479e-11
NCT01106690,NCT01106690,f1,arm_f_2_uaa10583,-0.488,0.092,-5.29,2.216e-07
NCT01137812,NCT01137812,f1,(Intercept),3.404,0.292,11.665,5.933e-29
NCT01137812,NCT01137812,f1,value_1,0.503,0.035,14.162,2.071e-40
NCT01137812,NCT01137812,f1,arm_f_2_uaa10614,-0.37,0.065,-5.724,1.518e-08
NCT01381900,NCT01381900,f1,(Intercept),2.821,0.269,10.468,8.009e-24
NCT01381900,NCT01381900,f1,value_1,0.596,0.033,17.859,1.909e-58
NCT01381900,NCT01381900,f1,arm_f_2_uaa10741,-0.48,0.071,-6.735,3.591e-11
NCT01381900,NCT01381900,f1,arm_f_2_uaa10742,-0.581,0.071,-8.152,1.818e-15
NCT01809327,NCT01809327,f1,(Intercept),3.97,0.241,16.451,9.420e-55
NCT01809327,NCT01809327,f1,value_1,0.411,0.026,15.622,5.118e-50
NCT01809327,NCT01809327,f1,arm_f_2_uaa10933,-0.124,0.099,-1.254,2.100e-01
NCT01809327,NCT01809327,f1,arm_f_2_uaa10934,-0.134,0.099,-1.363,1.732e-01
NCT01809327,NCT01809327,f1,arm_f_2_uaa10935,-0.554,0.098,-5.639,2.150e-08
NCT01809327,NCT01809327,f1,arm_f_2_uaa10936,-0.534,0.098,-5.426,7.030e-08
NCT01989754,NCT01989754,f1,(Intercept),3.772,0.133,28.294,8.378e-165
NCT01989754,NCT01989754,f1,value_1,0.529,0.016,33.29,5.280e-222
NCT01989754,NCT01989754,f1,arm_f_2_uaa10994,-0.495,0.03,-16.455,1.853e-59
NCT02025907,NCT02025907,f1,(Intercept),3.376,0.72,4.686,5.134e-06
NCT02025907,NCT02025907,f1,value_1,0.595,0.085,6.991,3.984e-11
NCT02025907,NCT02025907,f1,arm_f_2_uaa11013,-0.811,0.141,-5.737,3.519e-08
NCT02065791,NCT02065791,f1,(Intercept),3.873,0.14,27.72,3.328e-155
NCT02065791,NCT02065791,f1,value_1,0.499,0.017,30.22,2.372e-181
NCT02065791,NCT02065791,f1,arm_f_2_uaa11038,-0.132,0.043,-3.052,2.287e-03
NCT00968812,NCT00968812,f2,(Intercept),4.26,0.287,14.829,2.476e-46
NCT00968812,NCT00968812,f2,value_1,0.441,0.024,18.109,4.811e-66
NCT00968812,NCT00968812,f2,age10,-0.141,0.036,-3.884,1.075e-04
NCT00968812,NCT00968812,f2,arm_f_2_uaa10456,-1.005,0.278,-3.617,3.085e-04
NCT00968812,NCT00968812,f2,arm_f_2_uaa10457,-0.794,0.28,-2.833,4.681e-03
NCT00968812,NCT00968812,f2,age10:arm_f_2_uaa10456,0.19,0.05,3.803,1.493e-04
NCT00968812,NCT00968812,f2,age10:arm_f_2_uaa10457,0.133,0.051,2.613,9.060e-03
NCT01032629,NCT01032629,f2,(Intercept),4.792,0.317,15.118,2.637e-50
NCT01032629,NCT01032629,f2,value_1,0.537,0.021,25.529,1.183e-133
NCT01032629,NCT01032629,f2,age10,-0.16,0.042,-3.816,1.378e-04
NCT01032629,NCT01032629,f2,arm_f_2_uaa10512,-0.133,0.357,-0.373,7.091e-01
NCT01032629,NCT01032629,f2,arm_f_2_uaa10514,-0.829,0.358,-2.317,2.053e-02
NCT01032629,NCT01032629,f2,age10:arm_f_2_uaa10512,-0.016,0.058,-0.275,7.832e-01
NCT01032629,NCT01032629,f2,age10:arm_f_2_uaa10514,0.098,0.058,1.695,9.018e-02
NCT01106625,NCT01106625,f2,(Intercept),3.957,0.609,6.501,2.155e-10
NCT01106625,NCT01106625,f2,value_1,0.483,0.042,11.531,4.346e-27
NCT01106625,NCT01106625,f2,age10,-0.012,0.083,-0.141,8.877e-01
NCT01106625,NCT01106625,f2,arm_f_2_uaa10569,-0.122,0.599,-0.204,8.384e-01
NCT01106625,NCT01106625,f2,arm_f_2_uaa10570,-1.161,0.637,-1.822,6.914e-02
NCT01106625,NCT01106625,f2,age10:arm_f_2_uaa10569,-0.085,0.104,-0.816,4.150e-01
NCT01106625,NCT01106625,f2,age10:arm_f_2_uaa10570,0.056,0.111,0.502,6.159e-01
NCT01081834,NCT01081834,f2,(Intercept),3.356,0.435,7.707,5.848e-14
NCT01081834,NCT01081834,f2,value_1,0.602,0.035,16.975,1.644e-52
NCT01081834,NCT01081834,f2,age10,-0.061,0.055,-1.112,2.665e-01
NCT01081834,NCT01081834,f2,arm_f_2_uaa10548,-0.73,0.437,-1.671,9.529e-02
NCT01081834,NCT01081834,f2,arm_f_2_uaa10549,-1.497,0.453,-3.305,1.010e-03
NCT01081834,NCT01081834,f2,age10:arm_f_2_uaa10548,0.014,0.078,0.181,8.561e-01
NCT01081834,NCT01081834,f2,age10:arm_f_2_uaa10549,0.114,0.08,1.423,1.552e-01
NCT01106651,NCT01106651,f2,(Intercept),4.638,0.569,8.145,1.780e-15
NCT01106651,NCT01106651,f2,value_1,0.549,0.035,15.648,1.918e-47
NCT01106651,NCT01106651,f2,age10,-0.202,0.075,-2.688,7.352e-03
NCT01106651,NCT01106651,f2,arm_f_2_uaa10573,-1.602,0.664,-2.412,1.611e-02
NCT01106651,NCT01106651,f2,arm_f_2_uaa10574,-2.369,0.693,-3.42,6.644e-04
NCT01106651,NCT01106651,f2,age10:arm_f_2_uaa10573,0.174,0.104,1.673,9.472e-02
NCT01106651,NCT01106651,f2,age10:arm_f_2_uaa10574,0.269,0.109,2.47,1.373e-02
NCT01106677,NCT01106677,f2,(Intercept),3.885,0.365,10.629,2.584e-25
NCT01106677,NCT01106677,f2,value_1,0.524,0.023,22.633,3.090e-95
