nct_id,nct_id2,models,term,estimate,std.error,statistic,p.value
NCT01106625,NCT01106625,f7,value_1:arm_f_2_uaa10569,-0.166,0.104,-1.594,1.116e-01
NCT01106625,NCT01106625,f7,value_1:arm_f_2_uaa10570,-0.133,0.103,-1.292,1.970e-01
NCT01081834,NCT01081834,f7,(Intercept),2.677,0.501,5.338,1.363e-07
NCT01081834,NCT01081834,f7,value_1,0.641,0.061,10.491,1.232e-23
NCT01081834,NCT01081834,f7,sex,0.061,0.121,0.504,6.143e-01
NCT01081834,NCT01081834,f7,arm_f_2_uaa10548,-0.359,0.716,-0.502,6.158e-01
NCT01081834,NCT01081834,f7,arm_f_2_uaa10549,-0.407,0.697,-0.585,5.589e-01
NCT01081834,NCT01081834,f7,sex:arm_f_2_uaa10548,-0.028,0.171,-0.164,8.696e-01
NCT01081834,NCT01081834,f7,sex:arm_f_2_uaa10549,0.009,0.17,0.054,9.571e-01
NCT01081834,NCT01081834,f7,value_1:arm_f_2_uaa10548,-0.034,0.088,-0.394,6.940e-01
NCT01081834,NCT01081834,f7,value_1:arm_f_2_uaa10549,-0.057,0.086,-0.672,5.020e-01
NCT01106651,NCT01106651,f7,(Intercept),2.767,0.471,5.873,6.673e-09
NCT01106651,NCT01106651,f7,value_1,0.635,0.061,10.467,6.911e-24
NCT01106651,NCT01106651,f7,sex,-0.116,0.097,-1.19,2.343e-01
NCT01106651,NCT01106651,f7,arm_f_2_uaa10573,0.381,0.665,0.572,5.673e-01
NCT01106651,NCT01106651,f7,arm_f_2_uaa10574,0.099,0.672,0.148,8.826e-01
NCT01106651,NCT01106651,f7,sex:arm_f_2_uaa10573,0.066,0.135,0.491,6.234e-01
NCT01106651,NCT01106651,f7,sex:arm_f_2_uaa10574,0.075,0.137,0.551,5.820e-01
NCT01106651,NCT01106651,f7,value_1:arm_f_2_uaa10573,-0.12,0.086,-1.407,1.599e-01
NCT01106651,NCT01106651,f7,value_1:arm_f_2_uaa10574,-0.105,0.086,-1.221,2.225e-01
NCT01106677,NCT01106677,f7,(Intercept),2.266,0.487,4.65,3.674e-06
NCT01106677,NCT01106677,f7,value_1,0.656,0.061,10.806,4.478e-26
NCT01106677,NCT01106677,f7,sex,0.133,0.109,1.222,2.218e-01
NCT01106677,NCT01106677,f7,arm_f_2_uaa10577,0.97,0.601,1.613,1.069e-01
NCT01106677,NCT01106677,f7,arm_f_2_uaa10578,1.211,0.59,2.054,4.021e-02
NCT01106677,NCT01106677,f7,arm_f_2_uaa10580,-0.019,0.602,-0.032,9.745e-01
NCT01106677,NCT01106677,f7,sex:arm_f_2_uaa10577,-0.111,0.133,-0.83,4.070e-01
NCT01106677,NCT01106677,f7,sex:arm_f_2_uaa10578,-0.128,0.134,-0.957,3.386e-01
NCT01106677,NCT01106677,f7,sex:arm_f_2_uaa10580,-0.084,0.134,-0.626,5.316e-01
NCT01106677,NCT01106677,f7,value_1:arm_f_2_uaa10577,-0.17,0.075,-2.26,2.397e-02
NCT01106677,NCT01106677,f7,value_1:arm_f_2_uaa10578,-0.215,0.074,-2.913,3.639e-03
NCT01106677,NCT01106677,f7,value_1:arm_f_2_uaa10580,-0.055,0.075,-0.729,4.662e-01
NCT01106690,NCT01106690,f7,(Intercept),2.879,0.523,5.5,7.663e-08
NCT01106690,NCT01106690,f7,value_1,0.573,0.064,8.907,3.667e-17
NCT01106690,NCT01106690,f7,sex,0.12,0.137,0.877,3.811e-01
NCT01106690,NCT01106690,f7,arm_f_2_uaa10582,-0.082,0.789,-0.104,9.172e-01
NCT01106690,NCT01106690,f7,arm_f_2_uaa10583,1.245,0.767,1.623,1.055e-01
NCT01106690,NCT01106690,f7,sex:arm_f_2_uaa10582,0.044,0.19,0.23,8.185e-01
NCT01106690,NCT01106690,f7,sex:arm_f_2_uaa10583,0.076,0.197,0.383,7.021e-01
NCT01106690,NCT01106690,f7,value_1:arm_f_2_uaa10582,-0.07,0.098,-0.715,4.753e-01
NCT01106690,NCT01106690,f7,value_1:arm_f_2_uaa10583,-0.224,0.095,-2.341,1.981e-02
NCT01137812,NCT01137812,f7,(Intercept),2.876,0.413,6.971,7.081e-12
NCT01137812,NCT01137812,f7,value_1,0.577,0.05,11.451,4.975e-28
NCT01137812,NCT01137812,f7,sex,-0.125,0.093,-1.344,1.794e-01
NCT01137812,NCT01137812,f7,arm_f_2_uaa10614,0.727,0.58,1.253,2.105e-01
NCT01137812,NCT01137812,f7,sex:arm_f_2_uaa10614,0.108,0.13,0.828,4.077e-01
NCT01137812,NCT01137812,f7,value_1:arm_f_2_uaa10614,-0.143,0.071,-2.01,4.475e-02
NCT01381900,NCT01381900,f7,(Intercept),1.339,0.45,2.973,3.053e-03
NCT01381900,NCT01381900,f7,value_1,0.787,0.056,14.087,1.551e-39
NCT01381900,NCT01381900,f7,sex,-0.054,0.1,-0.537,5.917e-01
NCT01381900,NCT01381900,f7,arm_f_2_uaa10741,1.877,0.647,2.903,3.821e-03
NCT01381900,NCT01381900,f7,arm_f_2_uaa10742,1.758,0.646,2.723,6.636e-03
NCT01381900,NCT01381900,f7,sex:arm_f_2_uaa10741,-0.054,0.142,-0.38,7.043e-01
NCT01381900,NCT01381900,f7,sex:arm_f_2_uaa10742,-0.122,0.141,-0.862,3.892e-01
NCT01381900,NCT01381900,f7,value_1:arm_f_2_uaa10741,-0.293,0.08,-3.647,2.867e-04
NCT01381900,NCT01381900,f7,value_1:arm_f_2_uaa10742,-0.287,0.08,-3.58,3.687e-04
NCT01809327,NCT01809327,f7,(Intercept),3.41,0.503,6.78,1.929e-11
NCT01809327,NCT01809327,f7,value_1,0.484,0.057,8.45,8.849e-17
NCT01809327,NCT01809327,f7,sex,-0.179,0.14,-1.281,2.006e-01
NCT01809327,NCT01809327,f7,arm_f_2_uaa10933,-0.298,0.723,-0.411,6.808e-01
NCT01809327,NCT01809327,f7,arm_f_2_uaa10934,0.141,0.721,0.195,8.453e-01
NCT01809327,NCT01809327,f7,arm_f_2_uaa10935,1.437,0.757,1.898,5.799e-02
NCT01809327,NCT01809327,f7,arm_f_2_uaa10936,0.589,0.718,0.821,4.121e-01
NCT01809327,NCT01809327,f7,sex:arm_f_2_uaa10933,-0.097,0.198,-0.488,6.256e-01
NCT01809327,NCT01809327,f7,sex:arm_f_2_uaa10934,0.049,0.198,0.247,8.047e-01
NCT01809327,NCT01809327,f7,sex:arm_f_2_uaa10935,0.086,0.197,0.438,6.614e-01
NCT01809327,NCT01809327,f7,sex:arm_f_2_uaa10936,0.246,0.197,1.245,2.132e-01
NCT01809327,NCT01809327,f7,value_1:arm_f_2_uaa10933,0.024,0.082,0.295,7.680e-01
NCT01809327,NCT01809327,f7,value_1:arm_f_2_uaa10934,-0.033,0.082,-0.408,6.834e-01
NCT01809327,NCT01809327,f7,value_1:arm_f_2_uaa10935,-0.231,0.085,-2.712,6.783e-03
NCT01809327,NCT01809327,f7,value_1:arm_f_2_uaa10936,-0.14,0.081,-1.734,8.314e-02
NCT01989754,NCT01989754,f7,(Intercept),3.554,0.193,18.378,2.647e-73
NCT01989754,NCT01989754,f7,value_1,0.564,0.023,24.636,2.293e-127
NCT01989754,NCT01989754,f7,sex,-0.122,0.044,-2.791,5.279e-03
NCT01989754,NCT01989754,f7,arm_f_2_uaa10994,0.107,0.27,0.397,6.911e-01
NCT01989754,NCT01989754,f7,sex:arm_f_2_uaa10994,0.006,0.062,0.104,9.169e-01
NCT01989754,NCT01989754,f7,value_1:arm_f_2_uaa10994,-0.073,0.032,-2.291,2.199e-02
NCT02025907,NCT02025907,f7,(Intercept),2.016,1.054,1.912,5.738e-02
NCT02025907,NCT02025907,f7,value_1,0.765,0.124,6.176,3.686e-09
NCT02025907,NCT02025907,f7,sex,-0.111,0.2,-0.554,5.800e-01
NCT02025907,NCT02025907,f7,arm_f_2_uaa11013,1.932,1.455,1.327,1.859e-01
NCT02025907,NCT02025907,f7,sex:arm_f_2_uaa11013,-0.034,0.284,-0.118,9.058e-01
NCT02025907,NCT02025907,f7,value_1:arm_f_2_uaa11013,-0.321,0.17,-1.887,6.068e-02
NCT02065791,NCT02065791,f7,(Intercept),3.866,0.206,18.782,1.429e-75
NCT02065791,NCT02065791,f7,value_1,0.507,0.023,21.695,6.722e-99
NCT02065791,NCT02065791,f7,sex,-0.089,0.066,-1.362,1.731e-01
NCT02065791,NCT02065791,f7,arm_f_2_uaa11038,0.144,0.292,0.493,6.223e-01
NCT02065791,NCT02065791,f7,sex:arm_f_2_uaa11038,-0.073,0.092,-0.795,4.266e-01
NCT02065791,NCT02065791,f7,value_1:arm_f_2_uaa11038,-0.028,0.033,-0.831,4.058e-01
NCT00968812,NCT00968812,f8,(Intercept),4.005,0.406,9.874,2.833e-22
NCT00968812,NCT00968812,f8,value_1,0.483,0.042,11.485,3.044e-29
NCT00968812,NCT00968812,f8,age10,-0.139,0.036,-3.819,1.398e-04
NCT00968812,NCT00968812,f8,arm_f_2_uaa10456,-0.369,0.565,-0.653,5.140e-01
NCT00968812,NCT00968812,f8,arm_f_2_uaa10457,-0.651,0.564,-1.154,2.488e-01
NCT00968812,NCT00968812,f8,sex,-0.144,0.066,-2.168,3.032e-02
NCT00968812,NCT00968812,f8,age10:arm_f_2_uaa10456,0.185,0.05,3.675,2.469e-04
NCT00968812,NCT00968812,f8,age10:arm_f_2_uaa10457,0.131,0.051,2.58,9.994e-03
NCT00968812,NCT00968812,f8,arm_f_2_uaa10456:sex,0.172,0.094,1.833,6.704e-02
NCT00968812,NCT00968812,f8,arm_f_2_uaa10457:sex,0.099,0.094,1.06,2.893e-01
NCT00968812,NCT00968812,f8,value_1:arm_f_2_uaa10456,-0.09,0.06,-1.503,1.331e-01
NCT00968812,NCT00968812,f8,value_1:arm_f_2_uaa10457,-0.025,0.06,-0.409,6.825e-01
NCT01032629,NCT01032629,f8,(Intercept),4.525,0.423,10.707,2.086e-26
NCT01032629,NCT01032629,f8,value_1,0.572,0.037,15.453,2.025e-52
NCT01032629,NCT01032629,f8,age10,-0.157,0.042,-3.73,1.941e-04
NCT01032629,NCT01032629,f8,arm_f_2_uaa10512,0.55,0.593,0.927,3.542e-01
NCT01032629,NCT01032629,f8,arm_f_2_uaa10514,-0.493,0.59,-0.835,4.037e-01
NCT01032629,NCT01032629,f8,sex,-0.057,0.07,-0.81,4.177e-01
NCT01032629,NCT01032629,f8,age10:arm_f_2_uaa10512,-0.024,0.059,-0.409,6.828e-01
NCT01032629,NCT01032629,f8,age10:arm_f_2_uaa10514,0.095,0.058,1.618,1.057e-01
NCT01032629,NCT01032629,f8,arm_f_2_uaa10512:sex,-0.032,0.099,-0.321,7.480e-01
NCT01032629,NCT01032629,f8,arm_f_2_uaa10514:sex,-0.038,0.099,-0.388,6.977e-01
NCT01032629,NCT01032629,f8,value_1:arm_f_2_uaa10512,-0.075,0.052,-1.449,1.474e-01
NCT01032629,NCT01032629,f8,value_1:arm_f_2_uaa10514,-0.035,0.052,-0.68,4.967e-01
NCT01106625,NCT01106625,f8,(Intercept),2.951,0.84,3.512,4.903e-04
NCT01106625,NCT01106625,f8,value_1,0.591,0.076,7.775,5.419e-14
NCT01106625,NCT01106625,f8,age10,0.007,0.084,0.082,9.343e-01
NCT01106625,NCT01106625,f8,arm_f_2_uaa10569,1.504,1.097,1.371,1.712e-01
NCT01106625,NCT01106625,f8,arm_f_2_uaa10570,0.023,1.124,0.02,9.837e-01
NCT01106625,NCT01106625,f8,sex,0.047,0.133,0.351,7.259e-01
NCT01106625,NCT01106625,f8,age10:arm_f_2_uaa10569,-0.101,0.104,-0.963,3.358e-01
NCT01106625,NCT01106625,f8,age10:arm_f_2_uaa10570,0.035,0.112,0.312,7.553e-01
NCT01106625,NCT01106625,f8,arm_f_2_uaa10569:sex,-0.244,0.187,-1.305,1.925e-01
NCT01106625,NCT01106625,f8,arm_f_2_uaa10570:sex,-0.026,0.189,-0.137,8.908e-01
NCT01106625,NCT01106625,f8,value_1:arm_f_2_uaa10569,-0.174,0.105,-1.662,9.719e-02
NCT01106625,NCT01106625,f8,value_1:arm_f_2_uaa10570,-0.13,0.104,-1.25,2.120e-01
NCT01081834,NCT01081834,f8,(Intercept),3.061,0.622,4.919,1.146e-06
NCT01081834,NCT01081834,f8,value_1,0.634,0.062,10.28,8.020e-23
NCT01081834,NCT01081834,f8,age10,-0.058,0.055,-1.044,2.971e-01
NCT01081834,NCT01081834,f8,arm_f_2_uaa10548,-0.4,0.905,-0.442,6.585e-01
NCT01081834,NCT01081834,f8,arm_f_2_uaa10549,-1.048,0.836,-1.254,2.105e-01
NCT01081834,NCT01081834,f8,sex,0.06,0.121,0.498,6.187e-01
NCT01081834,NCT01081834,f8,age10:arm_f_2_uaa10548,0.011,0.079,0.136,8.919e-01
NCT01081834,NCT01081834,f8,age10:arm_f_2_uaa10549,0.112,0.081,1.385,1.666e-01
NCT01081834,NCT01081834,f8,arm_f_2_uaa10548:sex,-0.035,0.172,-0.204,8.385e-01
NCT01081834,NCT01081834,f8,arm_f_2_uaa10549:sex,0.006,0.17,0.034,9.727e-01
NCT01081834,NCT01081834,f8,value_1:arm_f_2_uaa10548,-0.037,0.089,-0.415,6.787e-01
NCT01081834,NCT01081834,f8,value_1:arm_f_2_uaa10549,-0.055,0.086,-0.636,5.252e-01
NCT01106651,NCT01106651,f8,(Intercept),4.089,0.725,5.638,2.517e-08
NCT01106651,NCT01106651,f8,value_1,0.612,0.061,9.97,5.983e-22
NCT01106651,NCT01106651,f8,age10,-0.183,0.077,-2.393,1.697e-02
NCT01106651,NCT01106651,f8,arm_f_2_uaa10573,-0.705,1.016,-0.694,4.882e-01
NCT01106651,NCT01106651,f8,arm_f_2_uaa10574,-1.669,1.026,-1.626,1.044e-01
NCT01106651,NCT01106651,f8,sex,-0.086,0.098,-0.876,3.814e-01
NCT01106651,NCT01106651,f8,age10:arm_f_2_uaa10573,0.151,0.106,1.427,1.540e-01
NCT01106651,NCT01106651,f8,age10:arm_f_2_uaa10574,0.248,0.11,2.248,2.490e-02
NCT01106651,NCT01106651,f8,arm_f_2_uaa10573:sex,0.04,0.136,0.298,7.659e-01
NCT01106651,NCT01106651,f8,arm_f_2_uaa10574:sex,0.046,0.137,0.338,7.357e-01
NCT01106651,NCT01106651,f8,value_1:arm_f_2_uaa10573,-0.101,0.086,-1.166,2.439e-01
NCT01106651,NCT01106651,f8,value_1:arm_f_2_uaa10574,-0.077,0.087,-0.889,3.741e-01
NCT01106677,NCT01106677,f8,(Intercept),2.759,0.613,4.499,7.459e-06
NCT01106677,NCT01106677,f8,value_1,0.644,0.061,10.541,6.169e-25
NCT01106677,NCT01106677,f8,age10,-0.074,0.056,-1.319,1.874e-01
NCT01106677,NCT01106677,f8,arm_f_2_uaa10577,0.293,0.742,0.394,6.933e-01
NCT01106677,NCT01106677,f8,arm_f_2_uaa10578,0.346,0.737,0.469,6.389e-01
NCT01106677,NCT01106677,f8,arm_f_2_uaa10580,0.113,0.755,0.149,8.812e-01
NCT01106677,NCT01106677,f8,sex,0.127,0.108,1.172,2.414e-01
NCT01106677,NCT01106677,f8,age10:arm_f_2_uaa10577,0.107,0.069,1.543,1.231e-01
NCT01106677,NCT01106677,f8,age10:arm_f_2_uaa10578,0.139,0.07,1.984,4.746e-02
NCT01106677,NCT01106677,f8,age10:arm_f_2_uaa10580,-0.02,0.069,-0.29,7.716e-01
NCT01106677,NCT01106677,f8,arm_f_2_uaa10577:sex,-0.1,0.133,-0.749,4.538e-01
NCT01106677,NCT01106677,f8,arm_f_2_uaa10578:sex,-0.127,0.134,-0.948,3.434e-01
NCT01106677,NCT01106677,f8,arm_f_2_uaa10580:sex,-0.075,0.133,-0.563,5.738e-01
NCT01106677,NCT01106677,f8,value_1:arm_f_2_uaa10577,-0.158,0.076,-2.092,3.662e-02
NCT01106677,NCT01106677,f8,value_1:arm_f_2_uaa10578,-0.201,0.074,-2.706,6.904e-03
NCT01106677,NCT01106677,f8,value_1:arm_f_2_uaa10580,-0.058,0.076,-0.77,4.414e-01
NCT01106690,NCT01106690,f8,(Intercept),3.606,0.727,4.96,1.136e-06
NCT01106690,NCT01106690,f8,value_1,0.553,0.066,8.442,1.047e-15
NCT01106690,NCT01106690,f8,age10,-0.098,0.069,-1.436,1.521e-01
NCT01106690,NCT01106690,f8,arm_f_2_uaa10582,-1.238,1.037,-1.193,2.336e-01
NCT01106690,NCT01106690,f8,arm_f_2_uaa10583,-0.152,1.01,-0.15,8.805e-01
NCT01106690,NCT01106690,f8,sex,0.124,0.136,0.91,3.637e-01
NCT01106690,NCT01106690,f8,age10:arm_f_2_uaa10582,0.163,0.096,1.693,9.150e-02
NCT01106690,NCT01106690,f8,age10:arm_f_2_uaa10583,0.201,0.094,2.127,3.417e-02
NCT01106690,NCT01106690,f8,arm_f_2_uaa10582:sex,0.007,0.193,0.034,9.729e-01
NCT01106690,NCT01106690,f8,arm_f_2_uaa10583:sex,0.018,0.2,0.088,9.298e-01
NCT01106690,NCT01106690,f8,value_1:arm_f_2_uaa10582,-0.039,0.099,-0.399,6.904e-01
NCT01106690,NCT01106690,f8,value_1:arm_f_2_uaa10583,-0.188,0.097,-1.942,5.306e-02
NCT01137812,NCT01137812,f8,(Intercept),3.927,0.54,7.279,8.752e-13
NCT01137812,NCT01137812,f8,value_1,0.554,0.051,10.94,6.827e-26
NCT01137812,NCT01137812,f8,age10,-0.153,0.051,-3.004,2.753e-03
NCT01137812,NCT01137812,f8,arm_f_2_uaa10614,-0.284,0.753,-0.377,7.066e-01
NCT01137812,NCT01137812,f8,sex,-0.131,0.093,-1.413,1.579e-01
NCT01137812,NCT01137812,f8,age10:arm_f_2_uaa10614,0.147,0.07,2.115,3.477e-02
NCT01137812,NCT01137812,f8,arm_f_2_uaa10614:sex,0.114,0.13,0.879,3.797e-01
NCT01137812,NCT01137812,f8,value_1:arm_f_2_uaa10614,-0.122,0.072,-1.698,8.999e-02
NCT01381900,NCT01381900,f8,(Intercept),1.017,0.511,1.99,4.703e-02
NCT01381900,NCT01381900,f8,value_1,0.788,0.056,14.099,1.422e-39
NCT01381900,NCT01381900,f8,age10,0.063,0.047,1.337,1.817e-01
NCT01381900,NCT01381900,f8,arm_f_2_uaa10741,2.158,0.747,2.888,4.004e-03
NCT01381900,NCT01381900,f8,arm_f_2_uaa10742,2.018,0.75,2.691,7.297e-03
NCT01381900,NCT01381900,f8,sex,-0.049,0.1,-0.488,6.254e-01
NCT01381900,NCT01381900,f8,age10:arm_f_2_uaa10741,-0.055,0.071,-0.775,4.385e-01
NCT01381900,NCT01381900,f8,age10:arm_f_2_uaa10742,-0.052,0.068,-0.769,4.422e-01
NCT01381900,NCT01381900,f8,arm_f_2_uaa10741:sex,-0.058,0.142,-0.408,6.835e-01
NCT01381900,NCT01381900,f8,arm_f_2_uaa10742:sex,-0.124,0.142,-0.872,3.837e-01
NCT01381900,NCT01381900,f8,value_1:arm_f_2_uaa10741,-0.294,0.08,-3.658,2.753e-04
NCT01381900,NCT01381900,f8,value_1:arm_f_2_uaa10742,-0.288,0.081,-3.573,3.797e-04
NCT01809327,NCT01809327,f8,(Intercept),3.3,0.653,5.051,5.120e-07
NCT01809327,NCT01809327,f8,value_1,0.486,0.057,8.447,9.092e-17
NCT01809327,NCT01809327,f8,age10,0.018,0.069,0.263,7.927e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10933,-0.624,0.897,-0.696,4.863e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10934,-0.79,0.964,-0.819,4.128e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10935,1.06,0.946,1.12,2.628e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10936,0.327,0.952,0.344,7.311e-01
NCT01809327,NCT01809327,f8,sex,-0.175,0.141,-1.24,2.152e-01
NCT01809327,NCT01809327,f8,age10:arm_f_2_uaa10933,0.068,0.095,0.72,4.715e-01
NCT01809327,NCT01809327,f8,age10:arm_f_2_uaa10934,0.141,0.101,1.392,1.643e-01
NCT01809327,NCT01809327,f8,age10:arm_f_2_uaa10935,0.074,0.1,0.739,4.602e-01
NCT01809327,NCT01809327,f8,age10:arm_f_2_uaa10936,0.038,0.098,0.387,6.988e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10933:sex,-0.095,0.198,-0.478,6.328e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10934:sex,0.089,0.199,0.445,6.562e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10935:sex,0.11,0.199,0.55,5.822e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10936:sex,0.252,0.198,1.269,2.047e-01
NCT01809327,NCT01809327,f8,value_1:arm_f_2_uaa10933,0.022,0.082,0.272,7.859e-01
NCT01809327,NCT01809327,f8,value_1:arm_f_2_uaa10934,-0.015,0.082,-0.178,8.591e-01
NCT01809327,NCT01809327,f8,value_1:arm_f_2_uaa10935,-0.232,0.085,-2.722,6.596e-03
NCT01809327,NCT01809327,f8,value_1:arm_f_2_uaa10936,-0.134,0.082,-1.641,1.011e-01
NCT01989754,NCT01989754,f8,(Intercept),4.764,0.266,17.931,5.799e-70
NCT01989754,NCT01989754,f8,value_1,0.545,0.023,23.715,1.392e-118
NCT01989754,NCT01989754,f8,age10,-0.168,0.025,-6.615,4.071e-11
NCT01989754,NCT01989754,f8,arm_f_2_uaa10994,-0.995,0.374,-2.66,7.834e-03
NCT01989754,NCT01989754,f8,sex,-0.129,0.044,-2.953,3.157e-03
NCT01989754,NCT01989754,f8,age10:arm_f_2_uaa10994,0.153,0.036,4.277,1.926e-05
NCT01989754,NCT01989754,f8,arm_f_2_uaa10994:sex,0.013,0.062,0.208,8.354e-01
NCT01989754,NCT01989754,f8,value_1:arm_f_2_uaa10994,-0.056,0.032,-1.746,8.078e-02
NCT02025907,NCT02025907,f8,(Intercept),2.941,1.286,2.288,2.322e-02
NCT02025907,NCT02025907,f8,value_1,0.743,0.125,5.944,1.265e-08
NCT02025907,NCT02025907,f8,age10,-0.128,0.102,-1.261,2.089e-01
NCT02025907,NCT02025907,f8,arm_f_2_uaa11013,0.841,1.777,0.473,6.365e-01
NCT02025907,NCT02025907,f8,sex,-0.139,0.201,-0.691,4.903e-01
NCT02025907,NCT02025907,f8,age10:arm_f_2_uaa11013,0.153,0.147,1.039,3.002e-01
NCT02025907,NCT02025907,f8,arm_f_2_uaa11013:sex,-0.008,0.286,-0.029,9.766e-01
NCT02025907,NCT02025907,f8,value_1:arm_f_2_uaa11013,-0.297,0.172,-1.73,8.518e-02
NCT02065791,NCT02065791,f8,(Intercept),4.503,0.278,16.202,2.823e-57
NCT02065791,NCT02065791,f8,value_1,0.499,0.023,21.327,8.329e-96
NCT02065791,NCT02065791,f8,age10,-0.102,0.03,-3.395,6.932e-04
NCT02065791,NCT02065791,f8,arm_f_2_uaa11038,0.4,0.396,1.009,3.128e-01
NCT02065791,NCT02065791,f8,sex,-0.088,0.065,-1.346,1.783e-01
NCT02065791,NCT02065791,f8,age10:arm_f_2_uaa11038,-0.039,0.043,-0.905,3.655e-01
NCT02065791,NCT02065791,f8,arm_f_2_uaa11038:sex,-0.077,0.092,-0.845,3.982e-01
NCT02065791,NCT02065791,f8,value_1:arm_f_2_uaa11038,-0.032,0.033,-0.972,3.310e-01
